spotify_id,tag,count,normalized_count,source
003vvx7Niy0yvhvHt4a68B,happy,3,0.03,LastFM
00WvmRXTkPBZNhhRK3xfdy,feel good,2,0.02,LastFM
00i2HU7TEzzftShjRrDSEF,special feeling,2,0.02,LastFM
00i2HU7TEzzftShjRrDSEF,special feeling,2,0.02,LastFM
00jqmEUSISjkugkuFxGiTo,heroes,3,0.03,LastFM
00kG2B5W9MQYdPxrICYhNg,elegant,5,0.05,LastFM
00qOE7OjRl0BpYiCiweZB2,powerful,2,0.02,LastFM
01PCVuhAgFXmqr5YKNxNx0,optimistic,50,0.5,LastFM
01PnRJeFSeOgIpBuv1kQKd,happy,1,0.01,LastFM
01R3dELmvQpeCgQQGHQPS6,awesomeness,4,0.04,LastFM
01RVupyBFNuALcAFZjL4FY,my baby loves me,3,0.03,LastFM
01RVupyBFNuALcAFZjL4FY,happy,3,0.03,LastFM
01RVupyBFNuALcAFZjL4FY,jazzy fun,5,0.05,LastFM
02QQXgeAghpU4smdM7l7We,soulful,4,0.04,LastFM
02mQcDoU5cn15U6tqZmL4e,happy,3,0.03,LastFM
03AhYPRQeOqG2j54Tdg94E,high energy,2,0.02,LastFM
03NejRMxYMMCFo2Ylsia6l,good morning,3,0.03,LastFM
04Lfe4r35E38e6D0FlJKfn,feel good,6,0.06,LastFM
04Lfe4r35E38e6D0FlJKfn,success,6,0.06,LastFM
04bsExZXrwoRXYKKDWlTIU,wholesome fun,2,0.02,LastFM
04uR2cdkgiaLIzebPcs25m,feel good,12,0.12,LastFM
04uR2cdkgiaLIzebPcs25m,happy,2,0.02,LastFM
04uR2cdkgiaLIzebPcs25m,happy,4,0.04,LastFM
04uR2cdkgiaLIzebPcs25m,happy,4,0.04,LastFM
052z2UsE2wPrHsBJ9tly0g,playground love,4,0.04,LastFM
05CF4ATpqROLTQVYABNZ3W,feel good,4,0.04,LastFM
06JokgprGDKrtZ1eP6z2CQ,happy,2,0.02,LastFM
07M76e7IXxYdnC1BBiJxEX,soulful,4,0.04,LastFM
07TQDFaoLBwvo6JU1nnaiU,feeling good,3,0.03,LastFM
07TQDFaoLBwvo6JU1nnaiU,happy,3,0.03,LastFM
085diW9d1iWe9qeNQiDYOw,joyous,2,0.02,LastFM
085diW9d1iWe9qeNQiDYOw,fun stuff,2,0.02,LastFM
085diW9d1iWe9qeNQiDYOw,happiness,2,0.02,LastFM
0870QNicMawQH2cnzBVZ3P,happy,2,0.02,LastFM
08DeDU0qAaNSZ36YVCsBJW,feel good,3,0.03,LastFM
08DeDU0qAaNSZ36YVCsBJW,happy,12,0.12,LastFM
08DeDU0qAaNSZ36YVCsBJW,love fun,3,0.03,LastFM
08EgS4Nqe1jPkI9tx9Dq3S,happy,2,0.02,LastFM
08zvzy2FD1V0wFn8mhiQaH,scummy,2,0.02,LastFM
08zvzy2FD1V0wFn8mhiQaH,scummy,2,0.02,LastFM
097OvOx07eXC4UmdnywvoE,feel good,2,0.02,LastFM
097OvOx07eXC4UmdnywvoE,happy,2,0.02,LastFM
09UeSB8eRi7Pysvgoo62oB,smooth soul,2,0.02,LastFM
09athuEe5kQfC7bV63jmGa,sun is shining,4,0.04,LastFM
09hxCc0SgV8u46gWsfeqJA,high energy,2,0.02,LastFM
09hxCc0SgV8u46gWsfeqJA,high energy,2,0.02,LastFM
09jscLcwa4usINbtfzo5FL,sunshine,8,0.08,LastFM
09kEUjIvixNShjfl3YoyWo,smooth soul,2,0.02,LastFM
09kEUjIvixNShjfl3YoyWo,feel good,2,0.02,LastFM
09kEUjIvixNShjfl3YoyWo,soulful,2,0.02,LastFM
09kEUjIvixNShjfl3YoyWo,smooth soul,2,0.02,LastFM
09opLVMX7cfKVKlP3iKZR1,happy,1,0.01,LastFM
09opLVMX7cfKVKlP3iKZR1,happy,1,0.01,LastFM
0AKAxdNkwq9ZxRdW1DN9zW,broken heart,2,0.02,LastFM
0AO5Hky7kkE2Xd3XCwlZCA,feel good,3,0.03,LastFM
0AO5Hky7kkE2Xd3XCwlZCA,sunshine,3,0.03,LastFM
0APt4t1Dab58sYmGQ4jgij,get happy,4,0.04,LastFM
0AZb6ryK8LsFcvY1jWHO61,feel good,4,0.04,LastFM
0AZb6ryK8LsFcvY1jWHO61,happy,54,0.54,LastFM
0AZb6ryK8LsFcvY1jWHO61,rainbows,4,0.04,LastFM
0AZb6ryK8LsFcvY1jWHO61,sunshine,8,0.08,LastFM
0BUoLE4o9eVahDHvTqak67,feel good,5,0.05,LastFM
0CZQNI3Evb4Nd8GeU49LFj,happy,2,0.02,LastFM
0DVxWV6V1nWa7Ml68Frd3D,happy,2,0.02,LastFM
0F845nujLVqCb0XMZCh5Pc,in love,1,0.01,LastFM
0F845nujLVqCb0XMZCh5Pc,peaceful,2,0.02,LastFM
0FxRbTtlo8AutEbifokqGf,powerful,2,0.02,LastFM
0HLBLRkkTOlAmjonShicD0,morning vibes,5,0.05,LastFM
0HSb1M8JyOxD8OiGriSzWL,high energy,2,0.02,LastFM
0HTFDQQb7auJ2dZwXtPK5e,happy,34,0.34,LastFM
0Hc3mb1DK6Q1iOEuhLhQmD,jazzy fun,17,0.17,LastFM
0I2ELF6uHlL4ABu9aFiou7,feel good,3,0.03,LastFM
0I2ELF6uHlL4ABu9aFiou7,feel good,3,0.03,LastFM
0I2ELF6uHlL4ABu9aFiou7,fun stuff,3,0.03,LastFM
0I2ELF6uHlL4ABu9aFiou7,feel good,3,0.03,LastFM
0I2ELF6uHlL4ABu9aFiou7,feel good,3,0.03,LastFM
0I2ELF6uHlL4ABu9aFiou7,fun stuff,3,0.03,LastFM
0I2ELF6uHlL4ABu9aFiou7,feel good,3,0.03,LastFM
0I2ELF6uHlL4ABu9aFiou7,fun stuff,3,0.03,LastFM
0J8A1ZVyJcRZxFNvtp6jRh,smooth soul,4,0.04,LastFM
0JPntF36B28bSTUkjplyNd,feel good,4,0.04,LastFM
0JgMWvvUhH6UyWOG2oeG1b,broken heart,100,1.0,LastFM
0LBmvPJYmtEJ7kkWvc3kbT,consoling and beautiful,2,0.02,LastFM
0LDauNxnqI5nsyCa2Xsc5W,soulful,5,0.05,LastFM
0M5xRyxGpFFDfzN2x0wdpH,happy,1,0.01,LastFM
0M5xRyxGpFFDfzN2x0wdpH,powerful,1,0.01,LastFM
0MCEM7WuIw4tS9ih4HGE1S,funky jazzy breaks,8,0.08,LastFM
0MCEM7WuIw4tS9ih4HGE1S,funky jazzy breaks,8,0.08,LastFM
0MU1TyyAbuoXLGiQBgW9CI,awesomeness,2,0.02,LastFM
0MkINaEoNBJfG9G6ewd4xM,positive vibes,2,0.02,LastFM
0NIRG3SEn2Zf88o3qHJil5,smile,4,0.04,LastFM
0Nk87FwUbe8EDChiGqR1pM,elegant,2,0.02,LastFM
0Nk87FwUbe8EDChiGqR1pM,happy,2,0.02,LastFM
0PV1TFUMTBrDETzW6KQulB,happy,1,0.01,LastFM
0PV1TFUMTBrDETzW6KQulB,happy,1,0.01,LastFM
0PVgef4kvggErf7OS2oktc,happy,4,0.04,LastFM
0PVgef4kvggErf7OS2oktc,jubilant,2,0.02,LastFM
0QepvU0N2fC2B5uIPafO1q,happy,2,0.02,LastFM
0RAiBUgOC5pgFUHsldtix3,exciting,5,0.05,LastFM
0RAiBUgOC5pgFUHsldtix3,happy,7,0.07,LastFM
0RLo5RT9uqDCwkRVUJZDwQ,true love,3,0.03,LastFM
0Rg5tIACULED7Jv2sEzWSd,beauty,3,0.03,LastFM
0Ri0LzOMJmqi9HGZE5cRYV,soulful,2,0.02,LastFM
0SLtqCrXBRrnkxSOMA3X4W,feel good,2,0.02,LastFM
0SLtqCrXBRrnkxSOMA3X4W,happy days,2,0.02,LastFM
0SLtqCrXBRrnkxSOMA3X4W,powerful,5,0.05,LastFM
0SLtqCrXBRrnkxSOMA3X4W,smile,2,0.02,LastFM
0SLtqCrXBRrnkxSOMA3X4W,soulful,2,0.02,LastFM
0SaKhiBPgdRaQKA7Bxu3ek,lovely love,17,0.17,LastFM
0Sg5kWoILCs2zBoIHIsDAa,peaceful,1,0.01,LastFM
0SvfyHYDp2uIsHt53LDlI9,positive vibes,2,0.02,LastFM
0SxFyA4FqmEQqZVuAlg8lf,smooth soul,3,0.03,LastFM
0TBntp6t4oS6UXjxikO5n7,peaceful,2,0.02,LastFM
0TyOpxlWwDx98bjkIVHUgY,positive vibes,2,0.02,LastFM
0UIJh1j0OqO7se1J3JeX1X,all about love,7,0.07,LastFM
0UY0JLj9kxOlgF6FHogCmX,feel good,2,0.02,LastFM
0UY0JLj9kxOlgF6FHogCmX,happy,4,0.04,LastFM
0UrWr7Jnu1heq1o99ZwUd0,awesomeness,2,0.02,LastFM
0VU5k3vCrpqDgUygMjiFYj,powerful,2,0.02,LastFM
0VU5k3vCrpqDgUygMjiFYj,powerful,2,0.02,LastFM
0VZ2rAa5ceRaMPMufTVmqd,good humor,4,0.04,LastFM
0VfSNKmz24yn5idNxrvV10,happy,1,0.01,LastFM
0VqXrOSgbq1ukARLV4uGU0,stepping strong,13,0.13,LastFM
0VqXrOSgbq1ukARLV4uGU0,stepping strong,13,0.13,LastFM
0W0eSUC4AnLlD5VrD5i3ut,powerful,34,0.34,LastFM
0W0euvQlhbcsTydzsD4EQk,soulful,4,0.04,LastFM
0WSlOSMLJWoWUpWci9nnRb,feel good,2,0.02,LastFM
0WgLpgUdThEpA5L5K0SKq7,positive vibes,13,0.13,LastFM
0XfNjyJcb7d2ZAscVM4K7J,angry at the world,2,0.02,LastFM
0XfNjyJcb7d2ZAscVM4K7J,exciting,2,0.02,LastFM
0XfNjyJcb7d2ZAscVM4K7J,angry at the world,2,0.02,LastFM
0XfNjyJcb7d2ZAscVM4K7J,exciting,2,0.02,LastFM
0YUVtMGgaJj55WAr7AHRvY,soulful,10,0.1,LastFM
0YWUHZPJVg4iujddsJDwhM,heartwarming,1,0.01,LastFM
0YZ3J8xzGwLOg4yEgST1YK,happy,2,0.02,LastFM
0YZ3J8xzGwLOg4yEgST1YK,red shoes ecstasy,2,0.02,LastFM
0YwUJOHKYxlm5gVfIkl8Ym,feel good,10,0.1,LastFM
0Z9FRM5zukGVagh8TVSdrI,smooth soul,2,0.02,LastFM
0Z9FRM5zukGVagh8TVSdrI,love making,4,0.04,LastFM
0Z9FRM5zukGVagh8TVSdrI,slow and sexy,4,0.04,LastFM
0Z9FRM5zukGVagh8TVSdrI,soulful,4,0.04,LastFM
0ZKUdmYrrXQmp7NWag0F2s,cheer up,2,0.02,LastFM
0ZKUdmYrrXQmp7NWag0F2s,feel good,2,0.02,LastFM
0ZhwlFI7I69yaXphO7t5R8,smooth soul,3,0.03,LastFM
0ZhwlFI7I69yaXphO7t5R8,feel good,4,0.04,LastFM
0ZhwlFI7I69yaXphO7t5R8,smooth soul,3,0.03,LastFM
0ZhwlFI7I69yaXphO7t5R8,feel good,4,0.04,LastFM
0aPaGIX2QIMAH5SMp0VEMe,positive vibes,4,0.04,LastFM
0aPaGIX2QIMAH5SMp0VEMe,simply sweet,4,0.04,LastFM
0axkqaAtzVAmIY3qb1gTLa,success,25,0.25,LastFM
0b9djfiuDIMw1zKH6gV74g,feel good,3,0.03,LastFM
0b9djfiuDIMw1zKH6gV74g,happy,6,0.06,LastFM
0bCWyxvqNIq7jZjW9LY86G,feel good,4,0.04,LastFM
0bCWyxvqNIq7jZjW9LY86G,in love,8,0.08,LastFM
0bRXwKfigvpKZUurwqAlEh,happy songs,2,0.02,LastFM
0cO7JEo8deKuQMWpDyjenY,miserable,2,0.02,LastFM
0ce4Ru8pHOZKijojglD4JS,feel good,5,0.05,LastFM
0ce4Ru8pHOZKijojglD4JS,soulful,5,0.05,LastFM
0deAIqyKFFw55JDMGWTcdA,praise,2,0.02,LastFM
0eDajJTpZNVXPUXCqza0HZ,worshipful praise,12,0.12,LastFM
0eX5QY6o5cb9W72zVmWWjV,feel good,2,0.02,LastFM
0fbP8sQu1rEgT6RakeidoS,happy,7,0.07,LastFM
0gLQ6jhJsyYfl7PrD1RZ7X,soulful,2,0.02,LastFM
0hS2EF1YErlHBS5c97iGxi,relaxing vibes,3,0.03,LastFM
0hS2EF1YErlHBS5c97iGxi,awesomeness,2,0.02,LastFM
0hS2EF1YErlHBS5c97iGxi,relaxing vibes,3,0.03,LastFM
0iYXzgykHUjgMAzcjJq5i7,joyful,3,0.03,LastFM
0iYtGebtnGzemwehimWusQ,smooth soul,2,0.02,LastFM
0ii3b9U8Yw0qnwEUBw0zZs,falling in love all over again,17,0.17,LastFM
0jGVEPscW8KmqktoHqv2Pa,feel good,3,0.03,LastFM
0jGVEPscW8KmqktoHqv2Pa,happy,4,0.04,LastFM
0jGVEPscW8KmqktoHqv2Pa,slow and sexy,2,0.02,LastFM
0jLi0W1txDkElN89igl6BG,reason is treason,7,0.07,LastFM
0jLi0W1txDkElN89igl6BG,happy,1,0.01,LastFM
0khi86hc79RfsRC0rrkkA2,smiles,2,0.02,LastFM
0ksRBx9UdAOdG7LcMmmxkk,feel good,3,0.03,LastFM
0mbS3VwRbO6HVBMPXnzOGA,happy,2,0.02,LastFM
0mt80ksFAwPHXyAlArU5Yc,smooth soul,6,0.06,LastFM
0mt80ksFAwPHXyAlArU5Yc,soulful,12,0.12,LastFM
0mt80ksFAwPHXyAlArU5Yc,smooth soul,6,0.06,LastFM
0nDpUq6nY7eWsFPQcVizpI,happy,4,0.04,LastFM
0nLOl4fSiBZKGFla5pLUtf,astonishing,2,0.02,LastFM
0noU0eokX4FZPMF2uwZaim,happy,4,0.04,LastFM
0np4arBSp4ZBOfXGZhXQ4I,sweet soul,2,0.02,LastFM
0okw6huBX49wVff9ARvckM,feel good,20,0.2,LastFM
0pBhA8yQ5FUKyQG13x2Qmh,powerful,2,0.02,LastFM
0qrGSKtrEj7PJAGVBFE9vG,feel good,2,0.02,LastFM
0rBoz4CbJGRIRgMyCXbPur,happiness,4,0.04,LastFM
0rHiGIRASJq8snJGFJMpnI,smooth soul,2,0.02,LastFM
0rHiGIRASJq8snJGFJMpnI,smooth soul,2,0.02,LastFM
0rimetBQIYXE3uMCbuXBUa,soulful,2,0.02,LastFM
0rmGAIH9LNJewFw7nKzZnc,happy,2,0.02,LastFM
0rmGAIH9LNJewFw7nKzZnc,happy,2,0.02,LastFM
0s6e7ZafqOAUBDoQYGmxrc,upbeat fun,2,0.02,LastFM
0s6pGOvS0AaqNemE1foyDm,angelic,10,0.1,LastFM
0s6pGOvS0AaqNemE1foyDm,sunshine,5,0.05,LastFM
0s9aeZriwqyBYfxFzsd20R,happy,13,0.13,LastFM
0s9aeZriwqyBYfxFzsd20R,optimistic,4,0.04,LastFM
0s9aeZriwqyBYfxFzsd20R,red shoes ecstasy,7,0.07,LastFM
0sRviro3ekvHWmPqT2uYFP,happy,3,0.03,LastFM
0t6DdFmFQhQYWhmfa5FJer,soulful,4,0.04,LastFM
0tKUQSwllg5uxQSi0bnav1,elegant,2,0.02,LastFM
0tZ3mElWcr74OOhKEiNz1x,positive vibes,2,0.02,LastFM
0tr0D36L1RwPdUTFfyNq37,positive vibes,10,0.1,LastFM
0txLC5NA64M8siGn3mnET0,broken heart,2,0.02,LastFM
0txLC5NA64M8siGn3mnET0,broken heart,2,0.02,LastFM
0txLC5NA64M8siGn3mnET0,broken heart,2,0.02,LastFM
0ty88JKVXWxbsz6H5D60iR,where happiness lives,7,0.07,LastFM
0ty88JKVXWxbsz6H5D60iR,dreamy sun,7,0.07,LastFM
0u5aO1GYsIhAWCPuXdwnak,nothing hurts like this does,50,0.5,LastFM
0ujFmyKkSXQnlVMBz4plMM,happiness,6,0.06,LastFM
0ukySDr4uEzZE36s7t7X8E,happy,6,0.06,LastFM
0uppYCG86ajpV2hSR3dJJ0,happy,2,0.02,LastFM
0uppYCG86ajpV2hSR3dJJ0,happy,2,0.02,LastFM
0v4egdh8VaoOzNRI0Qu3xl,happy,6,0.06,LastFM
0v4egdh8VaoOzNRI0Qu3xl,sunshine,6,0.06,LastFM
0w3BOmAfr2tMKpVeTXqalI,feel good,4,0.04,LastFM
0w3BOmAfr2tMKpVeTXqalI,jazzy fun,8,0.08,LastFM
0wIFAHbaUucA8mog7Y2IDD,heart filled,9,0.09,LastFM
0wbDgMuAoy7O7pL3a69uZx,makes me dance,3,0.03,LastFM
0wuRFAZfya3gwGw3c6567P,sunshine,8,0.08,LastFM
0wuRFAZfya3gwGw3c6567P,sunshine,8,0.08,LastFM
0wuRFAZfya3gwGw3c6567P,sunshine,8,0.08,LastFM
0wva7TtE4QUkKtnMHP9BpT,feel good,7,0.07,LastFM
0xL3tjPSUJncbnIOn1uPhZ,murder ballads,4,0.04,LastFM
0xLrMI4R2xTwRHWV3UQCAZ,pleasant,2,0.02,LastFM
0xLrMI4R2xTwRHWV3UQCAZ,soulful,2,0.02,LastFM
0xLrMI4R2xTwRHWV3UQCAZ,pleasant,2,0.02,LastFM
0xLrMI4R2xTwRHWV3UQCAZ,soulful,2,0.02,LastFM
0xbkxTqSaW5blsYgRXpB5I,sunshine,2,0.02,LastFM
0xyMlC1OYdO3JDl8406AEF,good for mood,6,0.06,LastFM
0z8aYfRIIvNibAccZRYu8x,soulful christmas,3,0.03,LastFM
0zGLlXbHlrAyBN1x6sY0rb,beautiful and magical,3,0.03,LastFM
0zGLlXbHlrAyBN1x6sY0rb,happy,2,0.02,LastFM
0zGLlXbHlrAyBN1x6sY0rb,soulful,5,0.05,LastFM
0zIckkQ6ZRos7IdoNPakAw,murder ballads,1,0.01,LastFM
0zIckkQ6ZRos7IdoNPakAw,powerful,1,0.01,LastFM
10Zbcuxvlig5qUDmuGgEcL,happy,2,0.02,LastFM
10Zbcuxvlig5qUDmuGgEcL,happy,2,0.02,LastFM
10kVkdx0enQ9K0b0INQpPM,sleep well,5,0.05,LastFM
10nhpwBswpSd6YH9Lj9Jlj,good morning,2,0.02,LastFM
11607FzqoipskTsXrwEHnJ,good morning,2,0.02,LastFM
11607FzqoipskTsXrwEHnJ,true love,2,0.02,LastFM
11NbY6pumU3yzLyo7P5oNQ,high energy,2,0.02,LastFM
11NbY6pumU3yzLyo7P5oNQ,make me wanna scream,2,0.02,LastFM
11NbY6pumU3yzLyo7P5oNQ,high energy,2,0.02,LastFM
11NbY6pumU3yzLyo7P5oNQ,feel good,2,0.02,LastFM
11SWGyLoQlNZpEyLjZ6omz,funky love,3,0.03,LastFM
11SWGyLoQlNZpEyLjZ6omz,smooth soul,3,0.03,LastFM
11SWGyLoQlNZpEyLjZ6omz,let's love,3,0.03,LastFM
11sxpJrfYJFxkA77PauDj4,happy,8,0.08,LastFM
11sxpJrfYJFxkA77PauDj4,true love,4,0.04,LastFM
12Q3hN5YwbjZ0jkcHmuABo,glam love,25,0.25,LastFM
12Q3hN5YwbjZ0jkcHmuABo,glam love,25,0.25,LastFM
12q3V8ShACq2PSWINMc2rC,peaceful,2,0.02,LastFM
13PfXqO69Am4goxVchrzej,feel good,12,0.12,LastFM
13PfXqO69Am4goxVchrzej,good morning,12,0.12,LastFM
13RP005cDlNlZD23CIRUb1,happy,12,0.12,LastFM
13RP005cDlNlZD23CIRUb1,happy,12,0.12,LastFM
13RP005cDlNlZD23CIRUb1,happy,12,0.12,LastFM
13SKWUEst7c0WohbwPAJJT,feel good,2,0.02,LastFM
13U0E6CXh2dnEi6eDzNyK0,murder ballads,3,0.03,LastFM
1591zSWxS0xqHniiIDowDQ,positive vibes,17,0.17,LastFM
15BQ7vEDv2LJuh8TxWIhtd,good mornings,1,0.01,LastFM
179SfVFJ0ZN41toTxnpgRD,the glamorous life,4,0.04,LastFM
17CPezzLWzvGfpZW6X8XT0,smooth soul,2,0.02,LastFM
17OqI90oTFZ3J8PVu6j07V,cheerful,2,0.02,LastFM
17OqI90oTFZ3J8PVu6j07V,happy,4,0.04,LastFM
17OqI90oTFZ3J8PVu6j07V,in love,2,0.02,LastFM
17UNl3uil4LWVBmjVm5p21,optimistic,3,0.03,LastFM
18JosZY3HzD3lMy6iOOSAY,it's alright baby,4,0.04,LastFM
18JosZY3HzD3lMy6iOOSAY,smooth soul,13,0.13,LastFM
18JosZY3HzD3lMy6iOOSAY,soulful,4,0.04,LastFM
18Lb0yf7HlgETLgfaBG6eV,happy songs,34,0.34,LastFM
18ZOH3KKu5Elt5ysocFyX4,feel good,4,0.04,LastFM
18ZOH3KKu5Elt5ysocFyX4,feeling good,2,0.02,LastFM
18lq8FwQ94jlSk95PTM7Mr,feel good,2,0.02,LastFM
18lq8FwQ94jlSk95PTM7Mr,happy,5,0.05,LastFM
18oWEPapjNt32E6sCM6VLb,happy,2,0.02,LastFM
19NdiithlwC8EfytiHVk7a,soulful christmas,6,0.06,LastFM
19fYhk0wzXqUOoBqkPsYCP,powerful,3,0.03,LastFM
19mXqYcLHY716cN53T1d1E,smooth soul,9,0.09,LastFM
1A0I5aiVZRwecRlbQcweBh,feel good,2,0.02,LastFM
1A0I5aiVZRwecRlbQcweBh,happy,2,0.02,LastFM
1A8xWKu8YBSgaUQw21Ncvx,happy songs,34,0.34,LastFM
1AAYbsAIgEJMbxgLgpjE9y,feel good,2,0.02,LastFM
1AAYbsAIgEJMbxgLgpjE9y,happy,8,0.08,LastFM
1ASWAH866Xn0gWeX3zC2SW,happy,2,0.02,LastFM
1ASWAH866Xn0gWeX3zC2SW,love romantic delicate,2,0.02,LastFM
1BNtFSws7fjbn9aVBPA79j,smooth soul,5,0.05,LastFM
1BaAzMva4yf7cWeOGwp7H4,beauty,2,0.02,LastFM
1BaAzMva4yf7cWeOGwp7H4,feel good,3,0.03,LastFM
1C8VMfbSqTK6wXrmZ1MNkA,get happy,6,0.06,LastFM
1CLNWD0IK5YXc9KpTKaRF2,get happy,4,0.04,LastFM
1CM1wOqD2AIjt2MWd31LV2,happy,7,0.07,LastFM
1CQHMHRCDs1qioeseVTbaR,joyful,3,0.03,LastFM
1CSLeVCXmetBh8IkTPMFdL,happy,11,0.11,LastFM
1CT25rnbU0woqZ68F6dAxh,mood sad but not sorry,3,0.03,LastFM
1CT25rnbU0woqZ68F6dAxh,mood sad but not sorry,3,0.03,LastFM
1CaTIckDNXtzUypdTOAghF,exciting,3,0.03,LastFM
1CaTIckDNXtzUypdTOAghF,exciting,3,0.03,LastFM
1Cg8HzQLJ4rjjXprgotjJj,sweet love,40,0.4,LastFM
1CpDrx0Q7f2Wv3tBXDMt6z,feel good,9,0.09,LastFM
1CtKHwDqsH3ctcCCI18N0g,cheerful,1,0.01,LastFM
1CtKHwDqsH3ctcCCI18N0g,feel good,4,0.04,LastFM
1CtKHwDqsH3ctcCCI18N0g,happy,1,0.01,LastFM
1CtKHwDqsH3ctcCCI18N0g,optimistic,4,0.04,LastFM
1CtKHwDqsH3ctcCCI18N0g,smile,1,0.01,LastFM
1CtKHwDqsH3ctcCCI18N0g,cheerful,1,0.01,LastFM
1CtKHwDqsH3ctcCCI18N0g,feel good,4,0.04,LastFM
1CtKHwDqsH3ctcCCI18N0g,happy,1,0.01,LastFM
1DB8s1L4z25jcRw88815ko,red shoes ecstasy,2,0.02,LastFM
1DGuA96lAK9NEAmJwS6DH9,miserable,5,0.05,LastFM
1DJxR9NMQ14fv1WK0pHodt,happy,25,0.25,LastFM
1DTRyqSQ6CfDs46Ft9vUpR,soulful,29,0.29,LastFM
1FV374EPG5CrjdIbIMLkcv,happy,2,0.02,LastFM
1FV374EPG5CrjdIbIMLkcv,sunshine,2,0.02,LastFM
1FZYo6gxEk19zUSDdsR92r,when promises are broken,7,0.07,LastFM
1FjyfUBL7Dj1GpSxL1XLCQ,sweet soul,5,0.05,LastFM
1GY8zOFi8rC39xXnD0tKO8,happy,9,0.09,LastFM
1HI2DCMcSu1DaRm1cu3RNK,feel good,3,0.03,LastFM
1HI2DCMcSu1DaRm1cu3RNK,feel good,3,0.03,LastFM
1HLi7j0ENx5KiBeOZPW8xA,brain damage,4,0.04,LastFM
1HLi7j0ENx5KiBeOZPW8xA,cheerful,4,0.04,LastFM
1HLi7j0ENx5KiBeOZPW8xA,feel good,4,0.04,LastFM
1HLi7j0ENx5KiBeOZPW8xA,happy,4,0.04,LastFM
1HvmjWFZpe1lrEl1ehLsvr,peace love soul,7,0.07,LastFM
1I1DRPWM8iIYEbsuGMbaR3,sadness and the city,8,0.08,LastFM
1I1DRPWM8iIYEbsuGMbaR3,sadness and the city,8,0.08,LastFM
1IAMWO6YGFzwagaGtBSuD1,feel good,8,0.08,LastFM
1IV8T9xWxJc0tSEFJit25F,feel good,10,0.1,LastFM
1IV8T9xWxJc0tSEFJit25F,feel good,10,0.1,LastFM
1Ih6wTuQems9OkYTzcZdhM,smooth soul,2,0.02,LastFM
1JO1xLtVc8mWhIoE3YaCL0,happy together,6,0.06,LastFM
1JO1xLtVc8mWhIoE3YaCL0,happy together,6,0.06,LastFM
1JY6B9ILvmRla2IKKRZvnH,positive vibes,15,0.15,LastFM
1JlrnS4a8lc0nDlMAGVlCR,happy,12,0.12,LastFM
1Jrt2fqQm5JEKlAPMYG2nD,feel good,2,0.02,LastFM
1K5wIDgNBgT7lVOMibiRAE,good morning,4,0.04,LastFM
1KQEzCaNkk8ioBMbBeSYLw,powerful,3,0.03,LastFM
1KnilWyiAb1Jwa9QJXZGMN,feel good,5,0.05,LastFM
1KxNmUInjFsoDFrLaTtpLZ,happy,2,0.02,LastFM
1KywyxekfDEp3Ym7YP7S25,smooth soul,2,0.02,LastFM
1KywyxekfDEp3Ym7YP7S25,positive vibes,2,0.02,LastFM
1L44XODDvPjK4Tl9airKLy,happy,2,0.02,LastFM
1LIM0zOPitSNpUIU8H1BNQ,soulful,2,0.02,LastFM
1LIM0zOPitSNpUIU8H1BNQ,cheerful,2,0.02,LastFM
1LOZMYF5s8qhW7Rv4w2gun,happy,2,0.02,LastFM
1LUNOYtzAyeYxVKSiCB1h7,good morning,9,0.09,LastFM
1LUNOYtzAyeYxVKSiCB1h7,something sweet,9,0.09,LastFM
1LzNfuep1bnAUR9skqdHCK,beauty,2,0.02,LastFM
1M2a5TNHqmr2zXZZcB7xTe,sweet and innocent,5,0.05,LastFM
1M3xrSPzPcKkCnXGHFPKaw,sleep well,2,0.02,LastFM
1M3xrSPzPcKkCnXGHFPKaw,smile,2,0.02,LastFM
1MBM7CyZbwJpVbbZJnHHRg,happy,4,0.04,LastFM
1MBM7CyZbwJpVbbZJnHHRg,summer love,4,0.04,LastFM
1MHgV79MSYE6ymNlGa3bRY,smooth soul,3,0.03,LastFM
1MHgV79MSYE6ymNlGa3bRY,smooth soul,3,0.03,LastFM
1MIDCw2NTW3Dtn9c6ohSC8,soulful,2,0.02,LastFM
1NeKY4qWsCnhY8fvhwQa7q,smooth soul,12,0.12,LastFM
1NrfEZrNm0Dq8ulfYMxwSc,happy,8,0.08,LastFM
1OB7cLxxCWA8gbbfjFNNej,with love,20,0.2,LastFM
1OJO3vsGqwbIQuLPGeY2Sb,happy,2,0.02,LastFM
1PpbrbgsXRXeKw1GnZMEv7,self-esteem boost,2,0.02,LastFM
1QR3Wcba5NBidmxEE8DW3w,smooth soul,13,0.13,LastFM
1Qd3CUBmJMBOmapxPYY6pZ,feel good,8,0.08,LastFM
1Qd3CUBmJMBOmapxPYY6pZ,soulful,8,0.08,LastFM
1QdQ4r05QWhtcTTXOgRtyA,all about love,3,0.03,LastFM
1RMa7sVQua8dMiqixX2bYM,province of joy,4,0.04,LastFM
1RbOObDFn7GOseR1w529Zj,happy,4,0.04,LastFM
1RbOObDFn7GOseR1w529Zj,optimistic,2,0.02,LastFM
1Rcv4ZShoftlDh5dZ3JUVf,feel good,7,0.07,LastFM
1Rcv4ZShoftlDh5dZ3JUVf,happy,6,0.06,LastFM
1Rcv4ZShoftlDh5dZ3JUVf,happy,3,0.03,LastFM
